DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,Depth,Temperature,Source
"Gansbaai GW2",117494,0.500000,Mk10,09:00:00 18-Apr-2012,GPE,-38.00000000,20.01073074,0.0,18.8,Archive
"Gansbaai GW2",117494,0.500000,Mk10,10:00:00 18-Apr-2012,GPE,-38.00000000,20.01073074,0.0,18.8,Archive
"Gansbaai GW2",117494,0.500000,Mk10,11:00:00 18-Apr-2012,GPE,-38.00000000,20.01073074,0.0,18.8,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 18-Apr-2012,GPE,-38.00000000,20.01073074,0.0,18.9,Archive
"Gansbaai GW2",117494,0.500000,Mk10,13:00:00 18-Apr-2012,GPE,-38.00000000,20.01073074,0.0,19.0,Archive
"Gansbaai GW2",117494,0.500000,Mk10,14:00:00 18-Apr-2012,GPE,-38.00000000,20.01073074,0.0,19.0,Archive
"Gansbaai GW2",117494,0.500000,Mk10,15:00:00 18-Apr-2012,GPE,-38.00000000,20.01073074,0.5,18.9,Archive
"Gansbaai GW2",117494,0.500000,Mk10,16:00:00 18-Apr-2012,GPE,-38.00000000,20.01073074,0.0,18.9,Archive
"Gansbaai GW2",117494,0.500000,Mk10,17:00:00 18-Apr-2012,GPE,-38.00000000,20.01073074,0.0,18.8,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 18-Apr-2012,GPE,-38.00000000,20.01073074,0.0,18.8,Archive
"Gansbaai GW2",117494,0.500000,Mk10,19:00:00 18-Apr-2012,GPE,-38.00000000,20.01073074,0.0,18.7,Archive
"Gansbaai GW2",117494,0.500000,Mk10,20:00:00 18-Apr-2012,GPE,-38.00000000,20.01073074,0.0,18.7,Archive
"Gansbaai GW2",117494,0.500000,Mk10,21:00:00 18-Apr-2012,GPE,-38.00000000,20.01073074,0.0,18.6,Archive
"Gansbaai GW2",117494,0.500000,Mk10,22:00:00 18-Apr-2012,GPE,-38.00000000,20.01073074,0.0,18.5,Archive
"Gansbaai GW2",117494,0.500000,Mk10,23:00:00 18-Apr-2012,GPE,-38.00000000,20.01073074,0.0,18.7,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 19-Apr-2012,GPE,-38.00000000,20.01073074,0.0,18.7,Archive
"Gansbaai GW2",117494,0.500000,Mk10,01:00:00 19-Apr-2012,GPE,-38.00000000,20.01073074,0.0,18.7,Archive
"Gansbaai GW2",117494,0.500000,Mk10,02:00:00 19-Apr-2012,GPE,-38.00000000,20.01073074,0.0,18.7,Archive
"Gansbaai GW2",117494,0.500000,Mk10,03:00:00 19-Apr-2012,GPE,-38.00000000,20.01073074,0.0,18.7,Archive
"Gansbaai GW2",117494,0.500000,Mk10,04:00:00 19-Apr-2012,GPE,-38.00000000,20.01073074,0.0,18.7,Archive
"Gansbaai GW2",117494,0.500000,Mk10,05:00:00 19-Apr-2012,GPE,-38.00000000,20.01073074,1.0,18.7,Archive
"Gansbaai GW2",117494,0.500000,Mk10,07:00:00 19-Apr-2012,GPE,-33.50000000,21.47459984,0.5,18.3,Archive
"Gansbaai GW2",117494,0.500000,Mk10,08:00:00 19-Apr-2012,GPE,-33.50000000,21.47459984,0.0,18.2,Archive
"Gansbaai GW2",117494,0.500000,Mk10,09:00:00 19-Apr-2012,GPE,-33.50000000,21.47459984,0.0,18.2,Archive
"Gansbaai GW2",117494,0.500000,Mk10,10:00:00 19-Apr-2012,GPE,-33.50000000,21.47459984,0.0,18.1,Archive
"Gansbaai GW2",117494,0.500000,Mk10,11:00:00 19-Apr-2012,GPE,-33.50000000,21.47459984,0.0,17.4,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 19-Apr-2012,GPE,-33.50000000,21.47459984,0.0,17.5,Archive
"Gansbaai GW2",117494,0.500000,Mk10,13:00:00 19-Apr-2012,GPE,-33.50000000,21.47459984,0.0,18.4,Archive
"Gansbaai GW2",117494,0.500000,Mk10,14:00:00 19-Apr-2012,GPE,-33.50000000,21.47459984,0.0,18.4,Archive
"Gansbaai GW2",117494,0.500000,Mk10,15:00:00 19-Apr-2012,GPE,-33.50000000,21.47459984,0.0,18.5,Archive
"Gansbaai GW2",117494,0.500000,Mk10,16:00:00 19-Apr-2012,GPE,-33.50000000,21.47459984,0.0,18.7,Archive
"Gansbaai GW2",117494,0.500000,Mk10,17:00:00 19-Apr-2012,GPE,-33.50000000,21.47459984,0.0,18.9,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 19-Apr-2012,GPE,-33.50000000,21.47459984,0.0,18.9,Archive
"Gansbaai GW2",117494,0.500000,Mk10,19:00:00 19-Apr-2012,GPE,-33.50000000,21.47459984,0.0,18.9,Archive
"Gansbaai GW2",117494,0.500000,Mk10,20:00:00 19-Apr-2012,GPE,-33.50000000,21.47459984,0.0,18.8,Archive
